PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,target
3.0832215005888814,4.153071582200513,2.6349886442877977,-2.178677803144246,1.0378258764678814,3.8381593257438134,-2.632910641267911,1.9341704689569312,1.0528124128396095,-0.6534285690353022,-0.5521696683874534,0.4182198358679333,-0.35071790511192175,-1.2271284093168937,-1.3063115675105856,-1.4757006697086936,0.5383224941711416,-0.2271116935003673,-0.6850106204876918,-0.6662439669747618,0.006587045626397651,0.8074680854302839,-0.31
0.7762573646583952,-3.7174434114850867,-0.7738400554412064,-1.3711588475747964,-2.1201604058555765,0.09249536890312861,-1.0709677662967454,1.872332897471798,0.9804820820119277,1.7055790536278068,-1.177698496215657,-0.6240812549294521,1.0074502629333653,-0.7385077252732395,1.0419611833891391,-0.46188713210340065,-0.142663701686651,-0.9405101598695004,0.6348850075543189,-0.039727043530208006,-0.2948815705592073,-0.8175088105245216,1.22
-2.596996742062439,1.3777912109845056,0.620272919721961,-1.040821352616937,-0.5095756340163502,0.5374849875741146,-1.0439831509179722,-2.928395007764192,-1.5018676043909103,0.20080356426368046,-0.8537712993520374,-0.9546584134695946,3.4629310529015283,0.6812951051584215,-0.5134496038867559,0.11927139539453367,-0.8370534116500475,-0.22073413122717447,0.035439759509667365,-1.5708912805913178,0.8347487476219797,0.5107802979559125,3.43
4.917644599287611,-4.869668172755229,-3.6898033228567395,-3.0160556448663773,-1.8896575504316189,1.3228225319822668,-1.129797387004313,-0.4221928178433783,-0.5993981355686073,1.9645794612110197,0.8232953900564631,-0.2804752952482084,0.8046563937666837,0.697536087127192,-0.041347210489031186,-0.9919289339546323,-0.6875814201715246,-0.48098153072530103,-0.5289555653786355,-0.30701816821348477,-1.0119598824073752,-0.24713301762746792,3.61
2.3668814683789487,-0.32686680223280906,1.036474730598098,0.7741253422308448,1.5738401920592955,1.335070571751717,0.6755119155338948,2.5004065104948063,0.7410914161078208,-1.7460169052665586,0.6788006718639829,0.16457401009970943,-0.7536590827715357,0.7342135464253188,-0.24009389750805712,-0.9026139656062757,-0.4404735517084014,-0.3927503199578619,0.3341916007233414,-0.48691699043673975,0.5532314159578955,-0.21671363432068858,-0.44
-2.91487122579954,-4.713808339682621,1.9349568469840341,-2.2157339632589,-2.2918306846474255,2.099889475978031,-0.006939751956028858,-1.3727575135426846,1.2128422361475615,0.915703916655628,0.3804177875564845,-0.3475500212203552,1.1441888213521374,0.06833803366044253,-0.41352851598736867,1.0636319122484181,0.13043052741898103,0.6113992727143375,0.7466957754533835,0.015349023283475325,-0.7308521897218582,-0.5502016714618962,2.61
-0.0637235953006277,3.507330669927591,2.0958384330288626,-0.08326188996980646,2.563641523790619,-2.7857149019112595,-2.2871145928515535,-0.36017565533329315,0.19593542698183417,-0.20762662808410068,1.1633547932889927,-1.4000940963822708,-1.0662328889946118,-1.0764780485606462,-0.4039197405416823,-0.4189613006044258,-0.39599181335983263,1.0518416516575004,-0.332115730367668,0.23434751472980794,0.28847631277641483,-0.42749113780069026,-1.55
2.3385657969547777,-2.1506549320510384,4.038438985735675,0.49035122280794885,2.624616278284122,0.2538214609027495,1.8723144037447206,1.1464800238902273,1.5939334542880366,1.849533505976705,-1.7022659506737918,-0.5392043977731814,-0.8839365463278609,0.7158686754759459,-0.2786943645831472,0.4402896594237469,0.6254983687070947,0.9751035123333677,0.5415540102348478,0.15505206987319856,0.6658313491343797,-0.29059092541617226,1.02
-2.600385914508605,2.3124466846944896,3.4346171708916775,-1.3705580672250524,-0.29605610248532144,0.37352313114438207,1.581814644948123,-1.7979883828348127,-0.9142718799087985,-0.10090622222824426,0.05025896202466308,1.67248683326254,-0.25990737640163364,0.09488332154898088,0.36357755292556554,-1.6981537676601317,-0.2613409519909619,-0.8003687459117796,-0.2149178948003263,-0.6817096496456067,-0.11719840747345368,0.040266132470806425,1.45
-5.392486793456057,0.7602425710945092,0.7616259619892266,0.416897627231912,1.1007184157975425,-0.40763643102091457,0.644081860644135,1.0462788221623398,0.8144251844302042,0.9574707834197849,-0.2509597676586571,0.5923358666079289,1.387498364374638,0.46350744433163965,-1.453445089045347,1.757681765744665,-0.5371794644840534,0.010813108849972018,0.5905796705139557,1.159780205316081,-0.9696595517650692,-1.53849631963267,0.51
