PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,target
-4.578847403300765,3.8487874403456623,0.5413786645998627,0.634336072316421,0.024733141601344044,0.6386743384396615,-0.5317919302246195,-0.7527584729560985,-0.9559236171385526,-1.841141087487666,0.06601682343756297,-0.25625327884616667,-0.47
-0.7004487162618875,0.14908526385436355,-2.7668216018629272,0.28583810322952646,-0.9773983529003651,2.389334011930963,-0.06268385145712475,0.09468222388397304,-0.960747053437329,-0.005510798009128227,-0.9113714143486269,0.7040611515735439,0.99
0.31638224528451314,0.7029974325248248,0.772354428310848,0.41258604660902315,0.31775327991743857,-1.7521430407788114,-0.7205784264201,0.6600284742738339,1.072931376421974,0.21651940570072153,-1.2624064691170986,-0.5480945112490192,1.36
0.3097127948403739,-0.18398545237464428,-0.35934442030061015,1.0283883304300814,0.08589288574578939,-0.639136301811364,-0.4685021569107548,-1.7706856372561366,-1.007697415421862,0.7380253769531622,-0.6630844663161322,-0.27872213113633976,1.43
-2.5821461427583374,-1.0149796284428638,0.194658393227488,0.5697238149910886,0.6052748212149608,-0.10210917633665446,0.44885386915001657,0.8476430948745877,-0.5076368351434989,0.3105992790767338,-0.14931126214479973,1.3203343342065175,1.03
0.9069705113870364,1.4804465670946323,-2.4256493033054936,0.9316981735250865,0.234603397010329,0.4254539083636501,1.6213778161325443,-1.6489548318965912,-1.6620477161274365,0.9735394702315974,-0.38308835726641105,-0.38045401251786276,1.02
-3.6209917548154427,1.12551043609964,0.3127556533038349,1.6957140431139661,-0.7348136343369682,1.0686953037636386,0.4865899739057371,-0.1312501694599133,0.3600513682076044,0.08995972533447082,1.7889088238571857,0.12399939537465646,1.43
3.8190837620897042,1.1583541938173276,0.969441090947526,0.1571936845628758,-0.1565580567167288,-1.4598958061803946,-0.3683659025881768,-0.570016148702252,0.7759006708323036,-1.1936831040185034,0.07364007578071197,0.13669178438383528,0.75
0.30063896054859074,-1.290061542144439,1.9813831992738544,-1.2430349006316381,-0.9169160433005713,-0.1637778757389923,1.1938696262682227,1.8928975129178,0.4705523082809095,-0.23991712368011786,-0.35849700997216927,0.26418188015107047,1.29
1.0642626349314648,2.013012054533832,-2.269097509152108,1.9469672077854077,3.0644614476313428,-0.7454892531974996,-0.7825088100442171,0.02335645136082757,2.0930329455193144,-1.7627921924273031,-0.027591891615999103,-1.0605476187780734,1.85
